Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1987,11,12,4,1530,1455,1717,1640,PI,427,NA,107,105,NA,37,35,LGA,DAY,549,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,2008,2007,2129,2114,PI,428,NA,81,67,NA,15,1,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,2013,2007,2129,2114,PI,428,NA,76,67,NA,15,6,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,2005,2007,2122,2114,PI,428,NA,77,67,NA,8,-2,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,2011,2007,2130,2114,PI,428,NA,79,67,NA,16,4,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,2005,2007,2117,2114,PI,428,NA,72,67,NA,3,-2,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,19,4,2010,2007,2127,2114,PI,428,NA,77,67,NA,13,3,DAY,BWI,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,1611,1555,1746,1701,PI,431,NA,95,66,NA,45,16,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1620,1555,1735,1701,PI,431,NA,75,66,NA,34,25,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1613,1555,1726,1701,PI,431,NA,73,66,NA,25,18,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1724,1555,1832,1701,PI,431,NA,68,66,NA,91,89,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,1622,1555,1744,1701,PI,431,NA,82,66,NA,43,27,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,1600,1555,1717,1701,PI,431,NA,77,66,NA,16,5,JAX,MIA,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,659,700,829,824,CO,1603,NA,150,144,NA,5,-1,IAH,DEN,861,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,700,700,835,824,CO,1603,NA,155,144,NA,11,0,IAH,DEN,861,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,1034,1030,1516,1523,CO,1604,NA,162,173,NA,-7,4,DEN,CLE,1201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1056,1030,1558,1523,CO,1604,NA,182,173,NA,35,26,DEN,CLE,1201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,4,3,1030,1030,1506,1523,CO,1604,NA,156,173,NA,-17,0,DEN,CLE,1201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,1030,1030,1500,1523,CO,1604,NA,150,173,NA,-23,0,DEN,CLE,1201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,940,940,1134,1127,CO,1605,NA,234,227,NA,7,0,BWI,DEN,1491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,940,940,1127,1127,CO,1605,NA,227,227,NA,0,0,BWI,DEN,1491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,940,940,1135,1127,CO,1605,NA,235,227,NA,8,0,BWI,DEN,1491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,940,940,1114,1127,CO,1605,NA,214,227,NA,-13,0,BWI,DEN,1491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1025,940,1155,1127,CO,1605,NA,210,227,NA,28,45,BWI,DEN,1491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,26,4,1655,1655,2109,2115,DL,670,NA,194,200,NA,-6,0,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,27,5,1701,1655,2120,2115,DL,670,NA,199,200,NA,5,6,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,28,6,1655,1655,2108,2115,DL,670,NA,193,200,NA,-7,0,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,1812,1655,2224,2115,DL,670,NA,192,200,NA,69,77,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,1716,1655,2141,2115,DL,670,NA,205,200,NA,26,21,DFW,BOS,1562,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,1136,1130,1606,1607,DL,670,NA,150,157,NA,-1,6,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,1130,1130,1601,1607,DL,670,NA,151,157,NA,-6,0,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,1148,1130,1633,1607,DL,670,NA,165,157,NA,26,18,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,1130,1130,1616,1607,DL,670,NA,166,157,NA,9,0,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,1154,1130,1626,1607,DL,670,NA,152,157,NA,19,24,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,1140,1130,1626,1607,DL,670,NA,166,157,NA,19,10,SAN,DFW,1171,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,1941,1941,2029,2029,EA,216,NA,48,48,NA,0,0,MCI,TUL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,1949,1941,2042,2029,EA,216,NA,53,48,NA,13,8,MCI,TUL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1941,1941,2031,2029,EA,216,NA,50,48,NA,2,0,MCI,TUL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1941,1941,2031,2029,EA,216,NA,50,48,NA,2,0,MCI,TUL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1941,1941,2030,2029,EA,216,NA,49,48,NA,1,0,MCI,TUL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,25,3,1745,1745,1915,1909,EA,216,NA,90,84,NA,6,0,MKE,MCI,436,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,26,4,1745,1745,1912,1909,EA,216,NA,87,84,NA,3,0,MKE,MCI,436,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,28,6,1745,1745,1905,1909,EA,216,NA,80,84,NA,-4,0,MKE,MCI,436,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,1934,1745,2101,1909,EA,216,NA,87,84,NA,112,109,MKE,MCI,436,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,1745,1745,1912,1909,EA,216,NA,87,84,NA,3,0,MKE,MCI,436,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,659,659,749,746,EA,219,NA,50,47,NA,3,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,659,659,749,746,EA,219,NA,50,47,NA,3,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,4,3,659,659,748,746,EA,219,NA,49,47,NA,2,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,659,659,806,746,EA,219,NA,67,47,NA,20,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,6,5,659,659,751,746,EA,219,NA,52,47,NA,5,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,659,659,746,746,EA,219,NA,47,47,NA,0,0,TUL,MCI,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,816,816,1139,1141,EA,224,NA,143,145,NA,-2,0,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,816,816,1141,1141,EA,224,NA,145,145,NA,0,0,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,821,816,1146,1141,EA,224,NA,145,145,NA,5,5,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,823,816,1155,1141,EA,224,NA,152,145,NA,14,7,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,816,816,1150,1141,EA,224,NA,154,145,NA,9,0,MCI,LGA,1107,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,2250,2150,100,2253,EA,234,NA,130,63,NA,127,60,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,2300,2150,11,2253,EA,234,NA,71,63,NA,78,70,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,2157,2150,2303,2253,EA,234,NA,66,63,NA,10,7,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,2150,2150,2257,2253,EA,234,NA,67,63,NA,4,0,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,2222,2150,NA,2245,EA,234,NA,NA,55,NA,NA,32,PHL,BOS,280,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1987,11,17,2,2150,2150,2307,2253,EA,234,NA,77,63,NA,14,0,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,2150,2150,2258,2253,EA,234,NA,68,63,NA,5,0,PHL,BOS,280,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,1944,1944,2140,2156,EA,235,NA,116,132,NA,-16,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,1944,1944,2202,2156,EA,235,NA,138,132,NA,6,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,1944,1944,2206,2156,EA,235,NA,142,132,NA,10,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,1944,1944,2204,2156,EA,235,NA,140,132,NA,8,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,19,4,1944,1944,2153,2156,EA,235,NA,129,132,NA,-3,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,21,6,1944,1944,2133,2156,EA,235,NA,109,132,NA,-23,0,EWR,ATL,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,628,628,822,825,EA,240,NA,54,57,NA,-3,0,PNS,ATL,272,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,628,628,826,825,EA,240,NA,58,57,NA,1,0,PNS,ATL,272,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,628,628,833,825,EA,240,NA,65,57,NA,8,0,PNS,ATL,272,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,628,628,817,825,EA,240,NA,49,57,NA,-8,0,PNS,ATL,272,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,19,4,628,628,817,825,EA,240,NA,49,57,NA,-8,0,PNS,ATL,272,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,2005,1900,2135,2020,AA,2189,NA,90,80,NA,75,65,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,1902,1900,2018,2020,AA,2189,NA,76,80,NA,-2,2,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,1900,1900,2025,2020,AA,2189,NA,85,80,NA,5,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,1900,1900,2022,2020,AA,2189,NA,82,80,NA,2,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,1905,1900,2039,2020,AA,2189,NA,94,80,NA,19,5,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,1900,1900,2030,2020,AA,2189,NA,90,80,NA,10,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,1736,1735,1846,1849,AA,2191,NA,70,74,NA,-3,1,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1735,1735,1846,1849,AA,2191,NA,71,74,NA,-3,0,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,1735,1735,1844,1849,AA,2191,NA,69,74,NA,-5,0,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,4,3,1741,1735,1853,1849,AA,2191,NA,72,74,NA,4,6,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,1740,1735,1908,1849,AA,2191,NA,88,74,NA,19,5,ONT,OAK,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,6,5,2300,2300,29,21,AA,2199,NA,89,81,NA,8,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,2331,2300,37,21,AA,2199,NA,66,81,NA,16,31,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,2304,2300,16,21,AA,2199,NA,72,81,NA,-5,4,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,2300,2300,15,21,AA,2199,NA,75,81,NA,-6,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,2300,2300,17,21,AA,2199,NA,77,81,NA,-4,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,1846,1846,2007,2001,AA,2209,NA,81,75,NA,6,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1846,1846,2000,2001,AA,2209,NA,74,75,NA,-1,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1846,1846,2010,2001,AA,2209,NA,84,75,NA,9,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1846,1846,2009,2001,AA,2209,NA,83,75,NA,8,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,1846,1846,2007,2001,AA,2209,NA,81,75,NA,6,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1130,1130,1230,1219,US,340,NA,60,49,NA,11,0,DAY,PIT,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1130,1130,1235,1219,US,340,NA,65,49,NA,16,0,DAY,PIT,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1130,1130,1227,1219,US,340,NA,57,49,NA,8,0,DAY,PIT,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,1130,1130,1217,1219,US,340,NA,47,49,NA,-2,0,DAY,PIT,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,1130,1130,1215,1219,US,340,NA,45,49,NA,-4,0,DAY,PIT,215,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,22,7,1300,1300,1453,1501,US,341,NA,113,121,NA,-8,0,LGA,IND,659,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,23,1,1305,1300,1506,1501,US,341,NA,121,121,NA,5,5,LGA,IND,659,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,24,2,1303,1300,1506,1501,US,341,NA,123,121,NA,5,3,LGA,IND,659,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,25,3,1348,1300,1608,1501,US,341,NA,140,121,NA,67,48,LGA,IND,659,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,1319,1300,1532,1501,US,341,NA,133,121,NA,31,19,LGA,IND,659,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,2201,2135,2305,2228,US,342,NA,64,53,NA,37,26,PIT,AVP,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,2156,2135,2250,2228,US,342,NA,54,53,NA,22,21,PIT,AVP,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,2146,2135,2238,2228,US,342,NA,52,53,NA,10,11,PIT,AVP,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,2133,2135,2223,2228,US,342,NA,50,53,NA,-5,-2,PIT,AVP,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,2133,2135,2228,2228,US,342,NA,55,53,NA,0,-2,PIT,AVP,243,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,1335,1320,1426,1416,US,344,NA,51,56,NA,10,15,PIT,BGM,251,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,1822,1815,2003,1953,US,346,NA,101,98,NA,10,7,IND,EWR,644,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1817,1815,2001,1953,US,346,NA,104,98,NA,8,2,IND,EWR,644,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,1815,1815,1950,1953,US,346,NA,95,98,NA,-3,0,IND,EWR,644,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,4,3,1814,1815,1945,1953,US,346,NA,91,98,NA,-8,-1,IND,EWR,644,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,1806,1740,1933,1903,US,347,NA,87,83,NA,30,26,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,1806,1740,1945,1903,US,347,NA,99,83,NA,42,26,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,18,3,1747,1740,1912,1903,US,347,NA,85,83,NA,9,7,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,19,4,1755,1740,1918,1903,US,347,NA,83,83,NA,15,15,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,20,5,1759,1740,1934,1903,US,347,NA,95,83,NA,31,19,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1455,1455,1554,1602,US,350,NA,59,67,NA,-8,0,BDL,DCA,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,1516,1455,1625,1602,US,350,NA,69,67,NA,23,21,BDL,DCA,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,4,3,1508,1455,1614,1602,US,350,NA,66,67,NA,12,13,BDL,DCA,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,1526,1455,1640,1602,US,350,NA,74,67,NA,38,31,BDL,DCA,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,6,5,1512,1455,1623,1602,US,350,NA,71,67,NA,21,17,BDL,DCA,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,19,4,1510,1510,1558,1558,US,353,NA,48,48,NA,0,0,IAD,PIT,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,20,5,1513,1510,1600,1558,US,353,NA,47,48,NA,2,3,IAD,PIT,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,21,6,1510,1510,1609,1558,US,353,NA,59,48,NA,11,0,IAD,PIT,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,22,7,1510,1510,1558,1558,US,353,NA,48,48,NA,0,0,IAD,PIT,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,23,1,1510,1510,1605,1558,US,353,NA,55,48,NA,7,0,IAD,PIT,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,2125,2125,2215,2205,AS,121,NA,50,40,NA,10,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,2126,2125,2159,2205,AS,121,NA,33,40,NA,-6,1,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,6,5,2125,2125,2207,2205,AS,121,NA,42,40,NA,2,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,2123,2125,2203,2205,AS,121,NA,40,40,NA,-2,-2,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,2137,2125,2217,2205,AS,121,NA,40,40,NA,12,12,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,2125,2125,2212,2205,AS,121,NA,47,40,NA,7,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,1055,1055,1201,1200,AS,122,NA,66,65,NA,1,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1055,1055,1156,1200,AS,122,NA,61,65,NA,-4,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1055,1055,1150,1200,AS,122,NA,55,65,NA,-10,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1100,1055,1206,1200,AS,122,NA,66,65,NA,6,5,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,1055,1055,1158,1200,AS,122,NA,63,65,NA,-2,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,1055,1055,1206,1200,AS,122,NA,71,65,NA,6,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,1055,1055,1201,1200,AS,122,NA,66,65,NA,1,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,20,5,2120,2050,2204,2130,AS,127,NA,44,40,NA,34,30,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,21,6,2050,2050,2127,2130,AS,127,NA,37,40,NA,-3,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,22,7,2054,2050,2140,2130,AS,127,NA,46,40,NA,10,4,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,23,1,2106,2050,2153,2130,AS,127,NA,47,40,NA,23,16,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,25,3,2145,2050,2225,2130,AS,127,NA,40,40,NA,55,55,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,27,5,2050,2050,2125,2130,AS,127,NA,35,40,NA,-5,0,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,20,5,1900,1850,2101,2025,AS,127,NA,121,95,NA,36,10,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,21,6,1900,1850,2031,2025,AS,127,NA,91,95,NA,6,10,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,22,7,1903,1850,2040,2025,AS,127,NA,97,95,NA,15,13,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,23,1,1907,1850,2043,2025,AS,127,NA,96,95,NA,18,17,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,25,3,1932,1850,2120,2025,AS,127,NA,108,95,NA,55,42,SJC,PDX,569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,28,6,1043,945,1135,1035,AS,132,NA,52,50,NA,60,58,SEA,GEG,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,945,945,1037,1035,AS,132,NA,52,50,NA,2,0,SEA,GEG,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,952,945,1046,1035,AS,132,NA,54,50,NA,11,7,SEA,GEG,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,1105,1105,1202,1200,AS,133,NA,57,55,NA,2,0,GEG,SEA,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1105,1105,1200,1200,AS,133,NA,55,55,NA,0,0,GEG,SEA,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,5,4,1110,1110,1152,1153,CO,514,NA,42,43,NA,-1,0,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,7,6,1108,1110,1143,1153,CO,514,NA,35,43,NA,-10,-2,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,8,7,1110,1110,1141,1153,CO,514,NA,31,43,NA,-12,0,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,9,1,1112,1110,1147,1153,CO,514,NA,35,43,NA,-6,2,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,10,2,1110,1110,1144,1153,CO,514,NA,34,43,NA,-9,0,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,11,3,1120,1110,1200,1153,CO,514,NA,40,43,NA,7,10,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,28,6,1225,1225,1435,1453,CO,514,NA,130,148,NA,-18,0,TPA,CLE,927,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,1225,1225,1444,1453,CO,514,NA,139,148,NA,-9,0,TPA,CLE,927,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,1225,1225,1450,1453,CO,514,NA,145,148,NA,-3,0,TPA,CLE,927,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,1959,2000,2042,2047,CO,515,NA,43,47,NA,-5,-1,SAT,IAH,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,1959,2000,2045,2047,CO,515,NA,46,47,NA,-2,-1,SAT,IAH,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,1959,2000,2044,2047,CO,515,NA,45,47,NA,-3,-1,SAT,IAH,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,12,4,1159,1200,1339,1345,CO,517,NA,160,165,NA,-6,-1,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,13,5,1200,1200,1337,1345,CO,517,NA,157,165,NA,-8,0,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,14,6,1200,1200,1347,1345,CO,517,NA,167,165,NA,2,0,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,15,7,1342,1200,1520,1345,CO,517,NA,158,165,NA,95,102,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,16,1,1348,1200,1543,1345,CO,517,NA,175,165,NA,118,108,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,17,2,1249,1200,1444,1345,CO,517,NA,175,165,NA,59,49,DEN,SEA,1024,NA,NA,0,NA,0,NA,NA,NA,NA,NA
